filename	instrument	fs	bpm
First_Class__Beach_Baby.1_instr1_ts224.23_te238.14_fs9.13.npz	1	9.13	137.00
First_Class__Beach_Baby.1_instr0_ts42.04_te55.95_fs9.13.npz	0	9.13	137.00
First_Class__Beach_Baby.1_instr0_ts56.06_te69.96_fs9.13.npz	0	9.13	137.00
First_Class__Beach_Baby.1_instr0_ts70.07_te83.98_fs9.13.npz	0	9.13	137.00
First_Class__Beach_Baby.1_instr0_ts154.16_te168.07_fs9.13.npz	0	9.13	137.00
First_Class__Beach_Baby.1_instr0_ts168.18_te182.08_fs9.13.npz	0	9.13	137.00
First_Class__Beach_Baby.1_instr0_ts182.19_te196.09_fs9.13.npz	0	9.13	137.00
First_Class__Beach_Baby.1_instr0_ts196.20_te210.11_fs9.13.npz	0	9.13	137.00
First_Class__Beach_Baby.1_instr0_ts210.22_te224.12_fs9.13.npz	0	9.13	137.00
First_Class__Beach_Baby.1_instr0_ts224.23_te238.14_fs9.13.npz	0	9.13	137.00
Gerry_Mulligan_Quartet__I'm_Beginning_to_See_the_Light_instr0_ts0.00_te16.42_fs7.73.npz	0	7.73	116.00
Gerry_Mulligan_Quartet__I'm_Beginning_to_See_the_Light_instr0_ts16.55_te32.97_fs7.73.npz	0	7.73	116.00
Gerry_Mulligan_Quartet__I'm_Beginning_to_See_the_Light_instr0_ts33.10_te49.53_fs7.73.npz	0	7.73	116.00
Gerry_Mulligan_Quartet__I'm_Beginning_to_See_the_Light_instr0_ts49.66_te66.08_fs7.73.npz	0	7.73	116.00
Gerry_Mulligan_Quartet__I'm_Beginning_to_See_the_Light_instr0_ts66.21_te82.63_fs7.73.npz	0	7.73	116.00
Gerry_Mulligan_Quartet__I'm_Beginning_to_See_the_Light_instr0_ts82.76_te99.18_fs7.73.npz	0	7.73	116.00
Gerry_Mulligan_Quartet__I'm_Beginning_to_See_the_Light_instr0_ts99.31_te115.73_fs7.73.npz	0	7.73	116.00
Gerry_Mulligan_Quartet__I'm_Beginning_to_See_the_Light_instr0_ts115.86_te132.28_fs7.73.npz	0	7.73	116.00
Gerry_Mulligan_Quartet__I'm_Beginning_to_See_the_Light_instr0_ts132.41_te148.84_fs7.73.npz	0	7.73	116.00
Gerry_Mulligan_Quartet__I'm_Beginning_to_See_the_Light_instr0_ts148.97_te165.39_fs7.73.npz	0	7.73	116.00
Gerry_Mulligan_Quartet__I'm_Beginning_to_See_the_Light_instr0_ts165.52_te181.94_fs7.73.npz	0	7.73	116.00
Gerry_Mulligan_Quartet__I'm_Beginning_to_See_the_Light_instr0_ts182.07_te198.49_fs7.73.npz	0	7.73	116.00
Gibson_Brothers__Cuba.1_instr1_ts0.00_te15.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba.1_instr1_ts16.00_te31.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba.1_instr1_ts32.00_te47.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba.1_instr1_ts48.00_te63.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba.1_instr1_ts64.00_te79.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba.1_instr1_ts80.00_te95.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba.1_instr1_ts96.00_te111.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba.1_instr1_ts112.00_te127.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba.1_instr1_ts128.00_te143.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba.1_instr1_ts144.00_te159.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba.1_instr1_ts160.00_te175.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba.1_instr4_ts48.00_te63.88_fs8.00.npz	4	8.00	120.00
Gibson_Brothers__Cuba.1_instr4_ts64.00_te79.88_fs8.00.npz	4	8.00	120.00
Gibson_Brothers__Cuba.1_instr4_ts96.00_te111.88_fs8.00.npz	4	8.00	120.00
Gibson_Brothers__Cuba.1_instr4_ts112.00_te127.88_fs8.00.npz	4	8.00	120.00
Gibson_Brothers__Cuba_instr1_ts0.00_te15.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba_instr1_ts16.00_te31.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba_instr1_ts32.00_te47.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba_instr1_ts48.00_te63.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba_instr1_ts64.00_te79.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba_instr1_ts80.00_te95.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba_instr1_ts96.00_te111.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba_instr1_ts112.00_te127.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba_instr1_ts128.00_te143.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba_instr1_ts144.00_te159.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba_instr1_ts160.00_te175.88_fs8.00.npz	1	8.00	120.00
Gibson_Brothers__Cuba_instr4_ts48.00_te63.88_fs8.00.npz	4	8.00	120.00
Gibson_Brothers__Cuba_instr4_ts64.00_te79.88_fs8.00.npz	4	8.00	120.00
Gibson_Brothers__Cuba_instr4_ts96.00_te111.88_fs8.00.npz	4	8.00	120.00
Gibson_Brothers__Cuba_instr4_ts112.00_te127.88_fs8.00.npz	4	8.00	120.00
Gibson_Brothers__Que_Sera_Mi_Vida_(If_You_Should_Go).1_instr2_ts0.00_te15.00_fs8.47.npz	2	8.47	127.00
Gibson_Brothers__Que_Sera_Mi_Vida_(If_You_Should_Go).1_instr2_ts15.12_te30.12_fs8.47.npz	2	8.47	127.00
Gibson_Brothers__Que_Sera_Mi_Vida_(If_You_Should_Go).1_instr2_ts30.24_te45.24_fs8.47.npz	2	8.47	127.00
Gibson_Brothers__Que_Sera_Mi_Vida_(If_You_Should_Go).1_instr2_ts45.35_te60.35_fs8.47.npz	2	8.47	127.00
Gibson_Brothers__Que_Sera_Mi_Vida_(If_You_Should_Go).1_instr2_ts60.47_te75.47_fs8.47.npz	2	8.47	127.00
Gibson_Brothers__Que_Sera_Mi_Vida_(If_You_Should_Go).1_instr2_ts75.59_te90.59_fs8.47.npz	2	8.47	127.00
Gibson_Brothers__Que_Sera_Mi_Vida_(If_You_Should_Go).1_instr2_ts90.71_te105.71_fs8.47.npz	2	8.47	127.00
Gibson_Brothers__Que_Sera_Mi_Vida_(If_You_Should_Go).1_instr2_ts105.83_te120.83_fs8.47.npz	2	8.47	127.00
Gibson_Brothers__Que_Sera_Mi_Vida_(If_You_Should_Go).1_instr2_ts120.94_te135.94_fs8.47.npz	2	8.47	127.00
Gibson_Brothers__Que_Sera_Mi_Vida_(If_You_Should_Go).1_instr2_ts136.06_te151.06_fs8.47.npz	2	8.47	127.00
Gibson_Brothers__Que_Sera_Mi_Vida_(If_You_Should_Go).1_instr2_ts151.18_te166.18_fs8.47.npz	2	8.47	127.00
Gibson_Brothers__Que_Sera_Mi_Vida_(If_You_Should_Go).1_instr2_ts166.30_te181.30_fs8.47.npz	2	8.47	127.00
Gibson_Brothers__Que_Sera_Mi_Vida_(If_You_Should_Go).1_instr2_ts196.54_te211.54_fs8.47.npz	2	8.47	127.00
Gibson_Brothers__Que_Sera_Mi_Vida_(If_You_Should_Go).1_instr2_ts211.65_te226.65_fs8.47.npz	2	8.47	127.00
Queen__Bohemian_Rhapsody.2_instr0_ts0.00_te24.42_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.2_instr0_ts24.62_te49.04_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.2_instr0_ts49.23_te73.65_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.2_instr0_ts73.85_te98.27_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.2_instr0_ts98.46_te122.88_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.2_instr0_ts123.08_te147.50_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.2_instr0_ts147.69_te172.12_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.2_instr0_ts172.31_te196.73_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.2_instr0_ts196.92_te221.35_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.2_instr0_ts227.69_te240.06_fs10.27.npz	0	10.27	154.00
Queen__Bohemian_Rhapsody.2_instr0_ts240.16_te252.53_fs10.27.npz	0	10.27	154.00
Queen__Bohemian_Rhapsody.2_instr0_ts252.63_te265.00_fs10.27.npz	0	10.27	154.00
Queen__Bohemian_Rhapsody.2_instr0_ts272.11_te296.53_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.2_instr0_ts296.72_te321.15_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.3_instr0_ts21.81_te47.90_fs4.87.npz	0	4.87	73.00
Queen__Bohemian_Rhapsody.3_instr0_ts48.11_te74.20_fs4.87.npz	0	4.87	73.00
Queen__Bohemian_Rhapsody.3_instr0_ts74.41_te100.50_fs4.87.npz	0	4.87	73.00
Queen__Bohemian_Rhapsody.3_instr0_ts112.13_te138.22_fs4.87.npz	0	4.87	73.00
Queen__Bohemian_Rhapsody.3_instr0_ts138.43_te164.53_fs4.87.npz	0	4.87	73.00
Queen__Bohemian_Rhapsody.3_instr0_ts184.46_te197.24_fs9.93.npz	0	9.93	149.00
Queen__Bohemian_Rhapsody.3_instr0_ts197.34_te210.13_fs9.93.npz	0	9.93	149.00
Queen__Bohemian_Rhapsody.3_instr0_ts210.23_te223.01_fs9.93.npz	0	9.93	149.00
Queen__Bohemian_Rhapsody.3_instr0_ts223.11_te235.90_fs9.93.npz	0	9.93	149.00
Queen__Bohemian_Rhapsody.3_instr0_ts236.00_te248.79_fs9.93.npz	0	9.93	149.00
Queen__Bohemian_Rhapsody.4_instr0_ts0.00_te26.46_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.4_instr0_ts26.67_te53.12_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.4_instr0_ts53.33_te79.79_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.4_instr0_ts80.00_te106.46_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.4_instr0_ts106.67_te133.12_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.4_instr0_ts133.33_te159.79_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.4_instr0_ts160.00_te186.46_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.4_instr0_ts186.67_te213.12_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.4_instr0_ts213.33_te239.79_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.4_instr0_ts246.86_te260.09_fs9.60.npz	0	9.60	144.00
Queen__Bohemian_Rhapsody.4_instr0_ts260.19_te273.42_fs9.60.npz	0	9.60	144.00
Queen__Bohemian_Rhapsody.4_instr0_ts273.52_te286.75_fs9.60.npz	0	9.60	144.00
Queen__Bohemian_Rhapsody.4_instr0_ts294.27_te320.72_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.4_instr0_ts320.93_te347.39_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.5_instr0_ts21.81_te47.90_fs4.87.npz	0	4.87	73.00
Queen__Bohemian_Rhapsody.5_instr0_ts48.11_te74.20_fs4.87.npz	0	4.87	73.00
Queen__Bohemian_Rhapsody.5_instr0_ts74.41_te100.50_fs4.87.npz	0	4.87	73.00
Queen__Bohemian_Rhapsody.5_instr0_ts112.13_te137.19_fs5.07.npz	0	5.07	76.00
Queen__Bohemian_Rhapsody.5_instr0_ts137.39_te162.46_fs5.07.npz	0	5.07	76.00
Queen__Bohemian_Rhapsody.5_instr0_ts178.44_te193.81_fs8.27.npz	0	8.27	124.00
Queen__Bohemian_Rhapsody.5_instr0_ts193.93_te209.29_fs8.27.npz	0	8.27	124.00
Queen__Bohemian_Rhapsody.5_instr0_ts209.41_te224.78_fs8.27.npz	0	8.27	124.00
Queen__Bohemian_Rhapsody.5_instr0_ts224.90_te240.26_fs8.27.npz	0	8.27	124.00
Queen__Bohemian_Rhapsody.5_instr0_ts240.38_te255.74_fs8.27.npz	0	8.27	124.00
Queen__Bohemian_Rhapsody.5_instr0_ts312.02_te339.23_fs4.67.npz	0	4.67	70.00
Queen__Bohemian_Rhapsody.5_instr0_ts339.45_te366.66_fs4.67.npz	0	4.67	70.00
Queen__Bohemian_Rhapsody.5_instr0_ts366.88_te394.09_fs4.67.npz	0	4.67	70.00
Queen__Bohemian_Rhapsody.5_instr0_ts394.30_te421.52_fs4.67.npz	0	4.67	70.00
Queen__Bohemian_Rhapsody.6_instr0_ts0.00_te24.42_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.6_instr0_ts24.62_te49.04_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.6_instr0_ts49.23_te73.65_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.6_instr0_ts73.85_te98.27_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.6_instr0_ts98.46_te122.88_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.6_instr0_ts123.08_te147.50_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.6_instr0_ts147.69_te172.12_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.6_instr0_ts172.31_te196.73_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.6_instr0_ts196.92_te221.35_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.6_instr0_ts227.69_te240.06_fs10.27.npz	0	10.27	154.00
Queen__Bohemian_Rhapsody.6_instr0_ts240.16_te252.53_fs10.27.npz	0	10.27	154.00
Queen__Bohemian_Rhapsody.6_instr0_ts252.63_te265.00_fs10.27.npz	0	10.27	154.00
Queen__Bohemian_Rhapsody.6_instr0_ts272.11_te296.53_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.6_instr0_ts296.72_te321.15_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody.7_instr0_ts0.00_te26.46_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.7_instr0_ts26.67_te53.12_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.7_instr0_ts53.33_te79.79_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.7_instr0_ts80.00_te106.46_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.7_instr0_ts106.67_te133.12_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.7_instr0_ts133.33_te159.79_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.7_instr0_ts160.00_te186.46_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.7_instr0_ts186.67_te213.12_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.7_instr0_ts213.33_te239.79_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.7_instr0_ts246.86_te260.09_fs9.60.npz	0	9.60	144.00
Queen__Bohemian_Rhapsody.7_instr0_ts260.19_te273.42_fs9.60.npz	0	9.60	144.00
Queen__Bohemian_Rhapsody.7_instr0_ts273.52_te286.75_fs9.60.npz	0	9.60	144.00
Queen__Bohemian_Rhapsody.7_instr0_ts294.27_te320.72_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody.7_instr0_ts320.93_te347.39_fs4.80.npz	0	4.80	72.00
Queen__Bohemian_Rhapsody_instr0_ts0.00_te24.42_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody_instr0_ts24.62_te49.04_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody_instr0_ts49.23_te73.65_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody_instr0_ts73.85_te98.27_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody_instr0_ts98.46_te122.88_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody_instr0_ts123.08_te147.50_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody_instr0_ts147.69_te172.12_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody_instr0_ts172.31_te196.73_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody_instr0_ts196.92_te221.35_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody_instr0_ts227.69_te240.06_fs10.27.npz	0	10.27	154.00
Queen__Bohemian_Rhapsody_instr0_ts240.16_te252.53_fs10.27.npz	0	10.27	154.00
Queen__Bohemian_Rhapsody_instr0_ts252.63_te265.00_fs10.27.npz	0	10.27	154.00
Queen__Bohemian_Rhapsody_instr0_ts272.11_te296.53_fs5.20.npz	0	5.20	78.00
Queen__Bohemian_Rhapsody_instr0_ts296.72_te321.15_fs5.20.npz	0	5.20	78.00
Queen__Headlong_instr0_ts0.00_te13.23_fs9.60.npz	0	9.60	144.00
Queen__Headlong_instr0_ts13.33_te26.56_fs9.60.npz	0	9.60	144.00
Queen__Headlong_instr0_ts26.67_te39.90_fs9.60.npz	0	9.60	144.00
Queen__Heaven_for_Everyone.1_instr1_ts157.09_te174.41_fs7.33.npz	1	7.33	110.00
Queen__Heaven_for_Everyone.1_instr1_ts174.54_te191.86_fs7.33.npz	1	7.33	110.00
Queen__Heaven_for_Everyone.1_instr1_ts192.00_te209.32_fs7.33.npz	1	7.33	110.00
Queen__Heaven_for_Everyone.1_instr1_ts244.36_te261.68_fs7.33.npz	1	7.33	110.00
Queen__Heaven_for_Everyone.1_instr1_ts261.82_te279.13_fs7.33.npz	1	7.33	110.00
Queen__Heaven_for_Everyone.1_instr2_ts0.00_te17.32_fs7.33.npz	2	7.33	110.00
Queen__Heaven_for_Everyone.1_instr2_ts17.45_te34.77_fs7.33.npz	2	7.33	110.00
Queen__Heaven_for_Everyone.1_instr2_ts34.91_te52.23_fs7.33.npz	2	7.33	110.00
Queen__Heaven_for_Everyone.1_instr2_ts52.36_te69.68_fs7.33.npz	2	7.33	110.00
Queen__Heaven_for_Everyone.1_instr2_ts69.82_te87.14_fs7.33.npz	2	7.33	110.00
Queen__Heaven_for_Everyone.1_instr2_ts87.27_te104.59_fs7.33.npz	2	7.33	110.00
Queen__Heaven_for_Everyone.1_instr2_ts104.73_te122.04_fs7.33.npz	2	7.33	110.00
Queen__Heaven_for_Everyone.1_instr2_ts122.18_te139.50_fs7.33.npz	2	7.33	110.00
Queen__Heaven_for_Everyone.1_instr2_ts139.64_te156.95_fs7.33.npz	2	7.33	110.00
Queen__Heaven_for_Everyone.1_instr2_ts157.09_te174.41_fs7.33.npz	2	7.33	110.00
Queen__Heaven_for_Everyone.1_instr2_ts192.00_te209.32_fs7.33.npz	2	7.33	110.00
Queen__Heaven_for_Everyone.1_instr2_ts209.45_te226.77_fs7.33.npz	2	7.33	110.00
Queen__Heaven_for_Everyone.1_instr2_ts226.91_te244.23_fs7.33.npz	2	7.33	110.00
Queen__Heaven_for_Everyone.1_instr2_ts244.36_te261.68_fs7.33.npz	2	7.33	110.00
Queen__Heaven_for_Everyone.1_instr2_ts261.82_te279.13_fs7.33.npz	2	7.33	110.00
Queen__Heaven_for_Everyone_instr1_ts139.64_te156.95_fs7.33.npz	1	7.33	110.00
Queen__Heaven_for_Everyone_instr1_ts157.09_te174.41_fs7.33.npz	1	7.33	110.00
Queen__Heaven_for_Everyone_instr1_ts226.91_te244.23_fs7.33.npz	1	7.33	110.00
Queen__Heaven_for_Everyone_instr1_ts244.36_te261.68_fs7.33.npz	1	7.33	110.00
Queen__Heaven_for_Everyone_instr5_ts0.00_te17.32_fs7.33.npz	5	7.33	110.00
Queen__Heaven_for_Everyone_instr5_ts17.45_te34.77_fs7.33.npz	5	7.33	110.00
Queen__Heaven_for_Everyone_instr5_ts34.91_te52.23_fs7.33.npz	5	7.33	110.00
Queen__Heaven_for_Everyone_instr5_ts52.36_te69.68_fs7.33.npz	5	7.33	110.00
Queen__Heaven_for_Everyone_instr5_ts69.82_te87.14_fs7.33.npz	5	7.33	110.00
Queen__Heaven_for_Everyone_instr5_ts87.27_te104.59_fs7.33.npz	5	7.33	110.00
Queen__Heaven_for_Everyone_instr5_ts104.73_te122.04_fs7.33.npz	5	7.33	110.00
Queen__Heaven_for_Everyone_instr5_ts139.64_te156.95_fs7.33.npz	5	7.33	110.00
Queen__Heaven_for_Everyone_instr5_ts157.09_te174.41_fs7.33.npz	5	7.33	110.00
Queen__Heaven_for_Everyone_instr5_ts209.45_te226.77_fs7.33.npz	5	7.33	110.00
Queen__Heaven_for_Everyone_instr5_ts226.91_te244.23_fs7.33.npz	5	7.33	110.00
Queen__Heaven_for_Everyone_instr5_ts244.36_te261.68_fs7.33.npz	5	7.33	110.00
Queen__I_Want_to_Break_Free.2_instr0_ts33.84_te44.42_fs12.00.npz	0	12.00	180.00
Queen__I_Want_to_Break_Free.2_instr0_ts44.50_te55.09_fs12.00.npz	0	12.00	180.00
Queen__I_Want_to_Break_Free.2_instr0_ts55.17_te65.75_fs12.00.npz	0	12.00	180.00
Queen__I_Want_to_Break_Free.2_instr0_ts65.84_te76.42_fs12.00.npz	0	12.00	180.00
Queen__I_Want_to_Break_Free.2_instr0_ts76.50_te87.09_fs12.00.npz	0	12.00	180.00
Queen__I_Want_to_Break_Free.2_instr0_ts87.17_te97.75_fs12.00.npz	0	12.00	180.00
Queen__I_Want_to_Break_Free.2_instr0_ts97.84_te108.42_fs12.00.npz	0	12.00	180.00
Queen__I_Want_to_Break_Free.2_instr0_ts108.50_te119.09_fs12.00.npz	0	12.00	180.00
Queen__I_Want_to_Break_Free.2_instr0_ts119.17_te129.75_fs12.00.npz	0	12.00	180.00
Queen__I_Want_to_Break_Free.2_instr0_ts129.84_te140.42_fs12.00.npz	0	12.00	180.00
Queen__I_Want_to_Break_Free.2_instr0_ts140.50_te151.09_fs12.00.npz	0	12.00	180.00
Queen__I_Want_to_Break_Free.2_instr0_ts161.84_te172.42_fs12.00.npz	0	12.00	180.00
Queen__I_Want_to_Break_Free.2_instr0_ts172.50_te183.09_fs12.00.npz	0	12.00	180.00
Queen__I_Want_to_Break_Free.2_instr0_ts183.17_te193.75_fs12.00.npz	0	12.00	180.00
Queen__I_Want_to_Break_Free.2_instr0_ts193.84_te204.42_fs12.00.npz	0	12.00	180.00
Queen__I_Want_to_Break_Free.3_instr0_ts36.85_te54.33_fs7.27.npz	0	7.27	109.00
Queen__I_Want_to_Break_Free.3_instr0_ts54.46_te71.94_fs7.27.npz	0	7.27	109.00
Queen__I_Want_to_Break_Free.3_instr0_ts72.08_te89.55_fs7.27.npz	0	7.27	109.00
Queen__I_Want_to_Break_Free.3_instr0_ts89.69_te107.17_fs7.27.npz	0	7.27	109.00
Queen__I_Want_to_Break_Free.3_instr0_ts107.31_te124.78_fs7.27.npz	0	7.27	109.00
Queen__I_Want_to_Break_Free.3_instr0_ts124.92_te142.40_fs7.27.npz	0	7.27	109.00
Queen__I_Want_to_Break_Free.3_instr0_ts142.53_te160.01_fs7.27.npz	0	7.27	109.00
Queen__I_Want_to_Break_Free.3_instr0_ts160.15_te177.62_fs7.27.npz	0	7.27	109.00
Queen__I_Want_to_Break_Free.3_instr0_ts177.76_te195.24_fs7.27.npz	0	7.27	109.00
Queen__I_Want_to_Break_Free.3_instr0_ts195.38_te212.85_fs7.27.npz	0	7.27	109.00
Queen__I_Want_to_Break_Free.3_instr0_ts212.99_te230.47_fs7.27.npz	0	7.27	109.00
Queen__Crazy_Little_Thing_Called_Love.4_instr4_ts114.39_te122.61_fs15.47.npz	4	15.47	232.00
Queen__Crazy_Little_Thing_Called_Love.4_instr4_ts122.67_te130.88_fs15.47.npz	4	15.47	232.00
Queen__Crazy_Little_Thing_Called_Love.4_instr4_ts135.08_te143.33_fs15.40.npz	4	15.40	231.00
Queen__Crazy_Little_Thing_Called_Love.4_instr4_ts143.40_te151.64_fs15.40.npz	4	15.40	231.00
Queen__Crazy_Little_Thing_Called_Love.4_instr4_ts151.71_te159.95_fs15.40.npz	4	15.40	231.00
Queen__Crazy_Little_Thing_Called_Love.5_instr1_ts114.39_te122.61_fs15.47.npz	1	15.47	232.00
Queen__Crazy_Little_Thing_Called_Love.5_instr1_ts122.67_te130.88_fs15.47.npz	1	15.47	232.00
Queen__Crazy_Little_Thing_Called_Love.5_instr1_ts135.08_te143.33_fs15.40.npz	1	15.40	231.00
Queen__Crazy_Little_Thing_Called_Love.5_instr1_ts143.40_te151.64_fs15.40.npz	1	15.40	231.00
Queen__Crazy_Little_Thing_Called_Love.5_instr1_ts151.71_te159.95_fs15.40.npz	1	15.40	231.00
Queen__Crazy_Little_Thing_Called_Love.5_instr1_ts160.02_te168.27_fs15.40.npz	1	15.40	231.00
Queen__Death_on_Two_Legs_(Dedicated_to_...)_instr0_ts88.70_te103.94_fs8.33.npz	0	8.33	125.00
Queen__Death_on_Two_Legs_(Dedicated_to_...)_instr0_ts115.39_te130.51_fs8.40.npz	0	8.40	126.00
Queen__Death_on_Two_Legs_(Dedicated_to_...)_instr0_ts150.43_te165.43_fs8.47.npz	0	8.47	127.00
Queen__Death_on_Two_Legs_(Dedicated_to_...)_instr0_ts192.98_te208.10_fs8.40.npz	0	8.40	126.00
Queen__Death_on_Two_Legs_(Dedicated_to_...)_instr0_ts208.22_te223.34_fs8.40.npz	0	8.40	126.00
Queen__Death_on_Two_Legs_(Dedicated_To...)_instr0_ts88.70_te103.94_fs8.33.npz	0	8.33	125.00
Queen__Death_on_Two_Legs_(Dedicated_To...)_instr0_ts115.39_te130.51_fs8.40.npz	0	8.40	126.00
Queen__Death_on_Two_Legs_(Dedicated_To...)_instr0_ts150.43_te165.43_fs8.47.npz	0	8.47	127.00
Queen__Death_on_Two_Legs_(Dedicated_To...)_instr0_ts192.98_te208.10_fs8.40.npz	0	8.40	126.00
Queen__Death_on_Two_Legs_(Dedicated_To...)_instr0_ts208.22_te223.34_fs8.40.npz	0	8.40	126.00
Queen__Doing_All_Right.1_instr1_ts8.67_te34.41_fs4.93.npz	1	4.93	74.00
Queen__Doing_All_Right.1_instr0_ts8.67_te34.41_fs4.93.npz	0	4.93	74.00
Queen__Doing_All_Right.1_instr1_ts132.51_te152.78_fs6.27.npz	1	6.27	94.00
Queen__Doing_All_Right.1_instr1_ts203.61_te223.87_fs6.27.npz	1	6.27	94.00
Queen__Doing_All_Right_instr1_ts8.67_te34.41_fs4.93.npz	1	4.93	74.00
Queen__Doing_All_Right_instr0_ts8.67_te34.41_fs4.93.npz	0	4.93	74.00
Queen__Doing_All_Right_instr1_ts132.51_te152.78_fs6.27.npz	1	6.27	94.00
Queen__Doing_All_Right_instr1_ts203.61_te223.87_fs6.27.npz	1	6.27	94.00
Queen__Don't_Stop_Me_Now.1_instr0_ts0.00_te20.27_fs6.27.npz	0	6.27	94.00
Queen__Don't_Stop_Me_Now.1_instr0_ts38.11_te50.25_fs10.47.npz	0	10.47	157.00
Queen__Don't_Stop_Me_Now.1_instr0_ts50.34_te62.48_fs10.47.npz	0	10.47	157.00
Queen__Don't_Stop_Me_Now.1_instr0_ts62.57_te74.70_fs10.47.npz	0	10.47	157.00
